"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"TMEM141"	0.00323966793539809	0.0390173518658017	0.112	0.152	1	"CD8+ Cytotoxic"	"TMEM141"
"CWF19L1"	0.00324243722916615	0.00429956080257338	0.052	0.078	1	"CD8+ Cytotoxic"	"CWF19L1"
"AP5Z1"	0.00325669720615739	0.00694614345658751	0.068	0.097	1	"CD8+ Cytotoxic"	"AP5Z1"
"RAB7A"	0.00327694477322871	0.210948799006548	0.361	0.363	1	"CD8+ Cytotoxic"	"RAB7A"
"MEAF6"	0.00328326402667287	0.191941861847639	0.327	0.325	1	"CD8+ Cytotoxic"	"MEAF6"
"LBH"	0.00328522945031019	0.171565580594402	0.442	0.434	1	"CD8+ Cytotoxic"	"LBH"
"NPIPB15"	0.00328774028625103	0.0567470646329287	0.014	0.007	1	"CD8+ Cytotoxic"	"NPIPB15"
"ANAPC2"	0.00329895431362275	0.00115410193340454	0.067	0.097	1	"CD8+ Cytotoxic"	"ANAPC2"
"ZCCHC14"	0.00330007523041723	0.0493116704441415	0.014	0.007	1	"CD8+ Cytotoxic"	"ZCCHC14"
"PLK3"	0.00336438063697379	0.166216937423145	0.097	0.076	1	"CD8+ Cytotoxic"	"PLK3"
"PFKFB3"	0.00337998476261813	0.0172073088483096	0.104	0.139	1	"CD8+ Cytotoxic"	"PFKFB3"
"TRIM41"	0.00339081422174303	0.0010091693742133	0.053	0.079	1	"CD8+ Cytotoxic"	"TRIM41"
"KPNA4"	0.0033927116166059	0.0299866565112032	0.096	0.132	1	"CD8+ Cytotoxic"	"KPNA4"
"TSTA3"	0.00340449395124914	0.0413077554569798	0.148	0.196	1	"CD8+ Cytotoxic"	"TSTA3"
"MFSD6"	0.00341294097365483	0.114828375191672	0.063	0.046	1	"CD8+ Cytotoxic"	"MFSD6"
"CCDC94"	0.00342521374909156	0.0184947926520775	0.079	0.111	1	"CD8+ Cytotoxic"	"CCDC94"
"ZFPM1"	0.00343947211827289	0.0339292232997354	0.021	0.011	1	"CD8+ Cytotoxic"	"ZFPM1"
"RNF207"	0.0034442105353257	0.010336690273466	0.004	0.001	1	"CD8+ Cytotoxic"	"RNF207"
"ITCH"	0.00344500975089003	0.210324905245384	0.131	0.11	1	"CD8+ Cytotoxic"	"ITCH"
"TRAV18"	0.0034463087105501	0.0099816704282973	0.004	0.001	1	"CD8+ Cytotoxic"	"TRAV18"
"PIGP"	0.00344765604715038	0.00904417295766496	0.1	0.135	1	"CD8+ Cytotoxic"	"PIGP"
"HIST3H2A"	0.00345366547695842	0.158352278420038	0.078	0.06	1	"CD8+ Cytotoxic"	"HIST3H2A"
"AC005224.3"	0.0034653391203548	0.0301887677698712	0.009	0.004	1	"CD8+ Cytotoxic"	"AC005224.3"
"ARID4A"	0.00349635888390724	0.0325466304941929	0.149	0.195	1	"CD8+ Cytotoxic"	"ARID4A"
"ZBED4"	0.00349747998916193	0.116551309938397	0.043	0.029	1	"CD8+ Cytotoxic"	"ZBED4"
"TMEM106B"	0.00349887631324182	0.202995080540374	0.133	0.112	1	"CD8+ Cytotoxic"	"TMEM106B"
"ATP1A3"	0.00350478640277918	0.0269020543846592	0.007	0.003	1	"CD8+ Cytotoxic"	"ATP1A3"
"LPCAT4"	0.00350812818782409	0.194910916052249	0.124	0.102	1	"CD8+ Cytotoxic"	"LPCAT4"
"PIAS1"	0.00351644498951308	0.0159360070312844	0.232	0.293	1	"CD8+ Cytotoxic"	"PIAS1"
"PHF2"	0.00351888869049439	0.0741679143868028	0.038	0.024	1	"CD8+ Cytotoxic"	"PHF2"
"SMIM4"	0.00352475308868246	0.0165330600465897	0.091	0.125	1	"CD8+ Cytotoxic"	"SMIM4"
"MRPL48"	0.00352634350588774	0.0321027174909443	0.111	0.15	1	"CD8+ Cytotoxic"	"MRPL48"
"Z82206.1"	0.00352764648114255	0.0206206331164658	0.006	0.002	1	"CD8+ Cytotoxic"	"Z82206.1"
"SQSTM1"	0.00353037414063523	0.20494066443848	0.402	0.407	1	"CD8+ Cytotoxic"	"SQSTM1"
"PSMD1"	0.00355233373461708	0.0340694695387627	0.124	0.166	1	"CD8+ Cytotoxic"	"PSMD1"
"TMEM138"	0.00355499312965082	0.0183073034799918	0.096	0.132	1	"CD8+ Cytotoxic"	"TMEM138"
"WWP2"	0.00356784488570306	0.0143411923763701	0.09	0.124	1	"CD8+ Cytotoxic"	"WWP2"
"ING4"	0.00358338966694317	0.00789995677661459	0.113	0.151	1	"CD8+ Cytotoxic"	"ING4"
"DAPK3"	0.00358904133675582	0.00603874370965393	0.058	0.085	1	"CD8+ Cytotoxic"	"DAPK3"
"CCDC14"	0.00360057215629529	0.183768613076469	0.111	0.091	1	"CD8+ Cytotoxic"	"CCDC14"
"AC239800.2"	0.00360505233417233	0.0147336761316911	0.003	0.001	1	"CD8+ Cytotoxic"	"AC239800.2"
"ENTPD6"	0.00361272024874555	0.132698722246408	0.056	0.04	1	"CD8+ Cytotoxic"	"ENTPD6"
"TRAV40"	0.0036237864145806	0.0103362051197178	0.003	0.001	1	"CD8+ Cytotoxic"	"TRAV40"
"SMIM10L1"	0.00362833311402575	0.0299975975936226	0.125	0.166	1	"CD8+ Cytotoxic"	"SMIM10L1"
"WDR73"	0.00363397920099694	0.00858806158543649	0.045	0.069	1	"CD8+ Cytotoxic"	"WDR73"
"APOPT1"	0.00364030603196525	0.0218406022754238	0.036	0.058	1	"CD8+ Cytotoxic"	"APOPT1"
"ZNF329"	0.00365093045508209	0.0675264686149334	0.035	0.022	1	"CD8+ Cytotoxic"	"ZNF329"
"MGRN1"	0.00369770790966445	0.0233768312255415	0.078	0.11	1	"CD8+ Cytotoxic"	"MGRN1"
"PPIE"	0.00370504978290334	0.045453198976573	0.145	0.192	1	"CD8+ Cytotoxic"	"PPIE"
"COPS9"	0.00370820002950696	0.219505266424114	0.404	0.409	1	"CD8+ Cytotoxic"	"COPS9"
"TTI2"	0.00371582994096514	0.00219121551257954	0.027	0.046	1	"CD8+ Cytotoxic"	"TTI2"
"NADSYN1"	0.00372270000509538	0.0214260229126119	0.119	0.159	1	"CD8+ Cytotoxic"	"NADSYN1"
"ERAP2"	0.00375145421971534	0.236673095854358	0.241	0.224	1	"CD8+ Cytotoxic"	"ERAP2"
"GPATCH3"	0.00375367778786877	0.0117817614617758	0.045	0.069	1	"CD8+ Cytotoxic"	"GPATCH3"
"MZT2A"	0.00376680456217584	0.0359724978053676	0.261	0.332	1	"CD8+ Cytotoxic"	"MZT2A"
"NELFA"	0.00376788031780176	0.0279854080727688	0.084	0.117	1	"CD8+ Cytotoxic"	"NELFA"
"MTX2"	0.00377339517305351	0.00336906910541074	0.081	0.113	1	"CD8+ Cytotoxic"	"MTX2"
"NUTM2A-AS1"	0.00378474383550696	0.01158659059735	0.127	0.168	1	"CD8+ Cytotoxic"	"NUTM2A-AS1"
"EXOG"	0.00378857364586785	0.00982574981684903	0.059	0.086	1	"CD8+ Cytotoxic"	"EXOG"
"SLC35A5"	0.00383064401789707	0.0141377136815464	0.036	0.058	1	"CD8+ Cytotoxic"	"SLC35A5"
"SMARCA4"	0.00386941698035413	0.0136304884185702	0.137	0.18	1	"CD8+ Cytotoxic"	"SMARCA4"
"ZNF444"	0.00387148975188123	0.0102696166874285	0.052	0.077	1	"CD8+ Cytotoxic"	"ZNF444"
"SAMSN1"	0.00387608308123896	0.0358051251679204	0.18	0.232	1	"CD8+ Cytotoxic"	"SAMSN1"
"TRBV11-3"	0.00388859988040465	0.0395573737332091	0.005	0.002	1	"CD8+ Cytotoxic"	"TRBV11-3"
"MYB"	0.00390302230053627	0.0543777301209101	0.023	0.013	1	"CD8+ Cytotoxic"	"MYB"
"SRA1"	0.00391833753719351	0.040576802469221	0.164	0.214	1	"CD8+ Cytotoxic"	"SRA1"
"ZCCHC2"	0.00391836555350827	0.116821653432578	0.057	0.04	1	"CD8+ Cytotoxic"	"ZCCHC2"
"SHISAL2A"	0.00392158898129076	0.0234465395751267	0.105	0.141	1	"CD8+ Cytotoxic"	"SHISAL2A"
"ZC3H12A"	0.00392276466480876	0.221853396111378	0.107	0.086	1	"CD8+ Cytotoxic"	"ZC3H12A"
"CMTR1"	0.00392442974940875	0.0188374968558924	0.061	0.088	1	"CD8+ Cytotoxic"	"CMTR1"
"MRPL54"	0.00392912971536911	0.0113914905478727	0.317	0.401	1	"CD8+ Cytotoxic"	"MRPL54"
"ADCY7"	0.00393175958565525	0.195742703638143	0.113	0.092	1	"CD8+ Cytotoxic"	"ADCY7"
"PIN4"	0.00396292131838424	0.0447408767028243	0.144	0.191	1	"CD8+ Cytotoxic"	"PIN4"
"VPS28"	0.00396376979640473	0.184811810179285	0.474	0.498	1	"CD8+ Cytotoxic"	"VPS28"
"SCP2"	0.00399061965844785	0.0204743283350518	0.266	0.337	1	"CD8+ Cytotoxic"	"SCP2"
"PANK2"	0.00400008064649499	0.0115470467006799	0.091	0.125	1	"CD8+ Cytotoxic"	"PANK2"
"ARF3"	0.00401074910758996	0.013818895002657	0.126	0.166	1	"CD8+ Cytotoxic"	"ARF3"
"SRRM2"	0.00401399068502759	0.203854047879971	0.446	0.459	1	"CD8+ Cytotoxic"	"SRRM2"
"TMX3"	0.00401534142558117	0.0188759247496709	0.092	0.126	1	"CD8+ Cytotoxic"	"TMX3"
"AC009275.1"	0.00401579108035888	0.0139488132196753	0.004	0.001	1	"CD8+ Cytotoxic"	"AC009275.1"
"DDX50"	0.00402264888478729	0.0333982284356473	0.153	0.199	1	"CD8+ Cytotoxic"	"DDX50"
"ALS2"	0.00405428873638119	0.0681734662815567	0.029	0.017	1	"CD8+ Cytotoxic"	"ALS2"
"SDF2L1"	0.00405822308496583	0.142607309418103	0.21	0.186	1	"CD8+ Cytotoxic"	"SDF2L1"
"RNF10"	0.00405897976778203	0.0214010120546712	0.204	0.26	1	"CD8+ Cytotoxic"	"RNF10"
"FGF8"	0.00407099288333618	0.0107894876040388	0.002	0	1	"CD8+ Cytotoxic"	"FGF8"
"AXIN1"	0.0040710962499447	0.075327931383087	0.043	0.029	1	"CD8+ Cytotoxic"	"AXIN1"
"MAGI1"	0.00407526681780211	0.0102814049131716	0.002	0	1	"CD8+ Cytotoxic"	"MAGI1"
"NCS1"	0.00407697753157325	0.00642094662682831	0.002	0	1	"CD8+ Cytotoxic"	"NCS1"
"CHST6"	0.00408125716787167	0.00445727888745937	0.002	0	1	"CD8+ Cytotoxic"	"CHST6"
"REST"	0.00409243147494836	0.28522690135048	0.256	0.243	1	"CD8+ Cytotoxic"	"REST"
"TMEM218"	0.00413495243386271	0.0335385533082175	0.073	0.103	1	"CD8+ Cytotoxic"	"TMEM218"
"C1QTNF6"	0.00417262021810147	0.04506955635804	0.016	0.008	1	"CD8+ Cytotoxic"	"C1QTNF6"
"CWC25"	0.00418613075380778	0.0186462269475827	0.126	0.166	1	"CD8+ Cytotoxic"	"CWC25"
"SLU7"	0.00420056506065235	0.0357727694777759	0.146	0.191	1	"CD8+ Cytotoxic"	"SLU7"
"MYO9B"	0.0042285688984958	0.0320232790125665	0.157	0.204	1	"CD8+ Cytotoxic"	"MYO9B"
"METAP1"	0.00423904998626238	0.0269687253582058	0.085	0.118	1	"CD8+ Cytotoxic"	"METAP1"
"SLC9A1"	0.0042501571837772	0.0766167755395386	0.03	0.018	1	"CD8+ Cytotoxic"	"SLC9A1"
"SIRT2"	0.00426907395792817	0.20395422598323	0.137	0.117	1	"CD8+ Cytotoxic"	"SIRT2"
"LRRC8B"	0.00427680920646131	0.072077481896975	0.036	0.023	1	"CD8+ Cytotoxic"	"LRRC8B"
"MRPL1"	0.00432713104287615	0.0276470247390302	0.089	0.122	1	"CD8+ Cytotoxic"	"MRPL1"
"HERC5"	0.0043415339005746	0.0930009778133843	0.049	0.033	1	"CD8+ Cytotoxic"	"HERC5"
"BAZ1A"	0.00434385258712072	0.036632988688229	0.252	0.32	1	"CD8+ Cytotoxic"	"BAZ1A"
"ZNF362"	0.00438411570445126	0.0972686816904584	0.059	0.043	1	"CD8+ Cytotoxic"	"ZNF362"
"STK39"	0.00444779029728646	0.134587563947229	0.074	0.056	1	"CD8+ Cytotoxic"	"STK39"
"RNF14"	0.00445720520541341	0.0336822138169318	0.063	0.091	1	"CD8+ Cytotoxic"	"RNF14"
"MRPS6"	0.004464502678721	0.210791246005027	0.332	0.324	1	"CD8+ Cytotoxic"	"MRPS6"
"ITPA"	0.00448056002734338	0.0446790839059404	0.161	0.21	1	"CD8+ Cytotoxic"	"ITPA"
"EIF5A2"	0.00452260276687613	0.0913702979319077	0.038	0.025	1	"CD8+ Cytotoxic"	"EIF5A2"
"CYSLTR2"	0.00452545261310242	0.0146383441498666	0.003	0.001	1	"CD8+ Cytotoxic"	"CYSLTR2"
"KDELR2"	0.00452589284964116	0.270041951862778	0.276	0.269	1	"CD8+ Cytotoxic"	"KDELR2"
"SOCS4"	0.00452677645668377	0.00342101117069213	0.049	0.073	1	"CD8+ Cytotoxic"	"SOCS4"
"FXYD6"	0.00453410624868732	0.0141077243200871	0.003	0.001	1	"CD8+ Cytotoxic"	"FXYD6"
"PRR36"	0.00453477253345155	0.00808207402001819	0.003	0.001	1	"CD8+ Cytotoxic"	"PRR36"
"ECH1"	0.00455749352571934	0.042925689070447	0.265	0.338	1	"CD8+ Cytotoxic"	"ECH1"
"ABHD16A"	0.00456155031690152	0.0209011327545413	0.074	0.104	1	"CD8+ Cytotoxic"	"ABHD16A"
"GABARAPL2"	0.00460141412664765	0.171690186074643	0.502	0.524	1	"CD8+ Cytotoxic"	"GABARAPL2"
"ADAM22"	0.00460910447788195	0.0265501125256744	0.007	0.003	1	"CD8+ Cytotoxic"	"ADAM22"
"RBM18"	0.00464216163079266	0.00476119386570706	0.076	0.106	1	"CD8+ Cytotoxic"	"RBM18"
"HCFC1R1"	0.00464561656525732	0.0417112954954604	0.153	0.201	1	"CD8+ Cytotoxic"	"HCFC1R1"
"NARF"	0.00464692867286985	0.0374083490577554	0.192	0.249	1	"CD8+ Cytotoxic"	"NARF"
"DUSP11"	0.00465106977261125	0.00717937096506077	0.138	0.181	1	"CD8+ Cytotoxic"	"DUSP11"
"DCTN3"	0.00466561243040169	0.00392262862434301	0.252	0.317	1	"CD8+ Cytotoxic"	"DCTN3"
"BBX"	0.00470324233917913	0.0281692495632041	0.242	0.305	1	"CD8+ Cytotoxic"	"BBX"
"ABHD17B"	0.00470623259903773	0.0847942285135005	0.047	0.032	1	"CD8+ Cytotoxic"	"ABHD17B"
"ZC3H4"	0.00472663168890308	0.00177876207050323	0.046	0.069	1	"CD8+ Cytotoxic"	"ZC3H4"
"LYPLA2"	0.00477465290530383	0.039993309895885	0.169	0.219	1	"CD8+ Cytotoxic"	"LYPLA2"
"SSR3"	0.00478321746085417	0.00805291393996932	0.225	0.284	1	"CD8+ Cytotoxic"	"SSR3"
"DCP2"	0.00480481051337293	0.024575050407986	0.214	0.271	1	"CD8+ Cytotoxic"	"DCP2"
"SPATA20"	0.00480513477923177	0.0218423348423212	0.061	0.088	1	"CD8+ Cytotoxic"	"SPATA20"
"NPC1"	0.0048105877735394	0.128359697652931	0.061	0.045	1	"CD8+ Cytotoxic"	"NPC1"
"LNPEP"	0.00481154901362421	0.022117253816115	0.296	0.369	1	"CD8+ Cytotoxic"	"LNPEP"
"KSR1"	0.00485266187336861	0.0489790659648319	0.022	0.012	1	"CD8+ Cytotoxic"	"KSR1"
"U2SURP"	0.00487890881608308	0.0106255851668762	0.281	0.351	1	"CD8+ Cytotoxic"	"U2SURP"
"ANKRD36"	0.00488671631158651	0.0207477264155371	0.051	0.076	1	"CD8+ Cytotoxic"	"ANKRD36"
"TPT1"	0.00490565060113022	0.0438162471557515	0.997	0.996	1	"CD8+ Cytotoxic"	"TPT1"
"BUD23"	0.00490893572818402	0.0249466135962584	0.2	0.257	1	"CD8+ Cytotoxic"	"BUD23"
"PHF1"	0.00491088259829824	0.223351572097217	0.247	0.23	1	"CD8+ Cytotoxic"	"PHF1"
"NUDCD2"	0.00491804939648522	0.0537651948745137	0.181	0.235	1	"CD8+ Cytotoxic"	"NUDCD2"
"GNB1"	0.00494274244755892	0.0713102632934899	0.176	0.23	1	"CD8+ Cytotoxic"	"GNB1"
"CREM"	0.00494533088565443	0.297501163069701	0.205	0.185	1	"CD8+ Cytotoxic"	"CREM"
"KARS"	0.00495969418455745	0.0370162585765061	0.134	0.176	1	"CD8+ Cytotoxic"	"KARS"
"NRBP1"	0.00501456097201324	0.204636616187027	0.224	0.207	1	"CD8+ Cytotoxic"	"NRBP1"
"DCAF11"	0.00501987965074027	0.0231751566242059	0.135	0.178	1	"CD8+ Cytotoxic"	"DCAF11"
"TBK1"	0.00502839410356893	0.00756293427749999	0.087	0.119	1	"CD8+ Cytotoxic"	"TBK1"
"BRF1"	0.00508429666096477	0.107391353454211	0.057	0.041	1	"CD8+ Cytotoxic"	"BRF1"
"ZNF511"	0.00510757372953671	0.0356662245118734	0.111	0.148	1	"CD8+ Cytotoxic"	"ZNF511"
"NUTM2B-AS1"	0.00511817256629549	0.0119715833632718	0.192	0.244	1	"CD8+ Cytotoxic"	"NUTM2B-AS1"
"ACOT7"	0.00511949386537237	0.010723887628581	0.034	0.054	1	"CD8+ Cytotoxic"	"ACOT7"
"PLPBP"	0.0051314602047717	0.0204784838298377	0.102	0.138	1	"CD8+ Cytotoxic"	"PLPBP"
"GDI1"	0.00514990124320933	0.0273515629055081	0.174	0.226	1	"CD8+ Cytotoxic"	"GDI1"
"LINC01089"	0.00515073215645732	0.136712455816147	0.075	0.057	1	"CD8+ Cytotoxic"	"LINC01089"
"FAHD1"	0.00516508168359575	0.0095484803339646	0.031	0.05	1	"CD8+ Cytotoxic"	"FAHD1"
"FNDC10"	0.00518104167830016	0.0253110344297857	0.004	0.001	1	"CD8+ Cytotoxic"	"FNDC10"
"CCDC28A"	0.00518830475251695	0.036312861323486	0.111	0.15	1	"CD8+ Cytotoxic"	"CCDC28A"
"RAB19"	0.00520149106094727	0.0158623985678505	0.004	0.001	1	"CD8+ Cytotoxic"	"RAB19"
"OTUD6B-AS1"	0.00522721793439885	0.0492845870802393	0.145	0.189	1	"CD8+ Cytotoxic"	"OTUD6B-AS1"
"TDRD9"	0.00527106768751292	0.0180381200837138	0.006	0.002	1	"CD8+ Cytotoxic"	"TDRD9"
"UBE2S"	0.00528149897228813	0.150024825681385	0.14	0.118	1	"CD8+ Cytotoxic"	"UBE2S"
"FAIM"	0.00529030513926202	0.00671019502380149	0.037	0.058	1	"CD8+ Cytotoxic"	"FAIM"
"P2RX7"	0.00529975666805299	0.0636833387764784	0.024	0.014	1	"CD8+ Cytotoxic"	"P2RX7"
"APBB1IP"	0.00531544519521128	0.224827606795236	0.421	0.436	1	"CD8+ Cytotoxic"	"APBB1IP"
"BAZ1B"	0.00538122213886722	0.0470536461487174	0.148	0.194	1	"CD8+ Cytotoxic"	"BAZ1B"
"ZNF76"	0.0053942985667179	0.0146451858591837	0.081	0.111	1	"CD8+ Cytotoxic"	"ZNF76"
"AC008555.1"	0.00543642767829277	0.0202862667824164	0.004	0.001	1	"CD8+ Cytotoxic"	"AC008555.1"
"RAB33A"	0.00543883061117191	0.0256019215309388	0.063	0.09	1	"CD8+ Cytotoxic"	"RAB33A"
"CHMP2A"	0.00545525265676219	0.0038519222251554	0.24	0.304	1	"CD8+ Cytotoxic"	"CHMP2A"
"USP31"	0.00545956370281949	0.0337071047839552	0.011	0.005	1	"CD8+ Cytotoxic"	"USP31"
"MKNK1"	0.0054931393978161	0.0126448737310282	0.048	0.071	1	"CD8+ Cytotoxic"	"MKNK1"
"PTBP2"	0.00551194002399787	0.00786207991887122	0.037	0.057	1	"CD8+ Cytotoxic"	"PTBP2"
"CASP3"	0.00552517257872886	0.0465919863412026	0.082	0.113	1	"CD8+ Cytotoxic"	"CASP3"
"NAA40"	0.00555964318259725	0.018840288028682	0.043	0.065	1	"CD8+ Cytotoxic"	"NAA40"
"RIOK2"	0.00556157136180952	0.00588242913130957	0.047	0.07	1	"CD8+ Cytotoxic"	"RIOK2"
"AC069307.1"	0.00560070998137449	0.0186741967174052	0.003	0.001	1	"CD8+ Cytotoxic"	"AC069307.1"
"TCF12"	0.00560123741007806	0.015618032110649	0.136	0.177	1	"CD8+ Cytotoxic"	"TCF12"
"P3H4"	0.00560496351521551	0.0231321315239566	0.009	0.004	1	"CD8+ Cytotoxic"	"P3H4"
"RGPD1"	0.00560945180154644	0.0130994681584017	0.003	0.001	1	"CD8+ Cytotoxic"	"RGPD1"
"RNF40"	0.00562594956982018	0.0400558095399737	0.08	0.111	1	"CD8+ Cytotoxic"	"RNF40"
"C15orf40"	0.0056358815913591	0.0545823741139375	0.126	0.167	1	"CD8+ Cytotoxic"	"C15orf40"
"IL17RD"	0.00566684874014688	0.00811392057657808	0.001	0	1	"CD8+ Cytotoxic"	"IL17RD"
"ARSJ"	0.00566684874014688	0.00753623267090728	0.001	0	1	"CD8+ Cytotoxic"	"ARSJ"
"GJD3"	0.00566684874014688	0.00652973183260326	0.001	0	1	"CD8+ Cytotoxic"	"GJD3"
"TRPM3"	0.00566684874014688	0.00644888802152887	0.001	0	1	"CD8+ Cytotoxic"	"TRPM3"
"AC127526.1"	0.00566684874014688	0.00643305337275948	0.001	0	1	"CD8+ Cytotoxic"	"AC127526.1"
"AP001010.1"	0.00566684874014688	0.00522662504916739	0.001	0	1	"CD8+ Cytotoxic"	"AP001010.1"
"CAV2"	0.00566684874014688	0.00382798000398808	0.001	0	1	"CD8+ Cytotoxic"	"CAV2"
"AC125603.2"	0.00566684874014688	0.00357949832366537	0.001	0	1	"CD8+ Cytotoxic"	"AC125603.2"
"AC027796.3"	0.00566684874014688	0.00356342160202473	0.001	0	1	"CD8+ Cytotoxic"	"AC027796.3"
"FAM131C"	0.00566684874014688	0.0031151603274555	0.001	0	1	"CD8+ Cytotoxic"	"FAM131C"
"AC006116.9"	0.00566684874014688	0.0024125821695035	0.001	0	1	"CD8+ Cytotoxic"	"AC006116.9"
"KLHL4"	0.00566891046112374	0.0049644886489261	0.001	0	1	"CD8+ Cytotoxic"	"KLHL4"
"AC097724.1"	0.00566891046112374	0.00416202643857848	0.001	0	1	"CD8+ Cytotoxic"	"AC097724.1"
"NT5C1B"	0.00566891046112374	0.00397488574453333	0.001	0	1	"CD8+ Cytotoxic"	"NT5C1B"
"TM4SF19"	0.00566891046112374	0.00386347638441013	0.001	0	1	"CD8+ Cytotoxic"	"TM4SF19"
"AL109976.1"	0.00566891046112374	0.00287361644778242	0.001	0	1	"CD8+ Cytotoxic"	"AL109976.1"
"SLC26A5"	0.00566891046112374	0.0028377654176272	0.001	0	1	"CD8+ Cytotoxic"	"SLC26A5"
"CLYBL-AS2"	0.00566891046112374	0.0026755885255537	0.001	0	1	"CD8+ Cytotoxic"	"CLYBL-AS2"
"ADCY5"	0.00566891046112374	0.00235864989695561	0.001	0	1	"CD8+ Cytotoxic"	"ADCY5"
"CXCR1"	0.00566891046112374	0.0023243665858839	0.001	0	1	"CD8+ Cytotoxic"	"CXCR1"
"AL023802.1"	0.00566891046112374	0.00231240823385975	0.001	0	1	"CD8+ Cytotoxic"	"AL023802.1"
"AP001999.1"	0.00566891046112374	0.00219150598695881	0.001	0	1	"CD8+ Cytotoxic"	"AP001999.1"
"MAOA"	0.00566891046112374	0.00158211291979852	0.001	0	1	"CD8+ Cytotoxic"	"MAOA"
"AC090510.2"	0.00567097285868044	0.00282753636115462	0.001	0	1	"CD8+ Cytotoxic"	"AC090510.2"
"GAL3ST1"	0.00567097285868044	0.00276142843608828	0.001	0	1	"CD8+ Cytotoxic"	"GAL3ST1"
"AC010503.1"	0.00567097285868044	0.00267005194735978	0.001	0	1	"CD8+ Cytotoxic"	"AC010503.1"
"AL158198.1"	0.00567097285868044	0.00238889870418633	0.001	0	1	"CD8+ Cytotoxic"	"AL158198.1"
"RFPL2"	0.00567097285868044	0.00230577876767088	0.001	0	1	"CD8+ Cytotoxic"	"RFPL2"
"CREG2"	0.00567097285868044	0.00217109579693066	0.001	0	1	"CD8+ Cytotoxic"	"CREG2"
"SLC9A9-AS2"	0.00567097285868044	0.00186294059100658	0.001	0	1	"CD8+ Cytotoxic"	"SLC9A9-AS2"
"AC034199.1"	0.00567303593301	0.00164683649977596	0.001	0	1	"CD8+ Cytotoxic"	"AC034199.1"
"AC126283.2"	0.00567303593301	0.00159661425558178	0.001	0	1	"CD8+ Cytotoxic"	"AC126283.2"
"AC011287.1"	0.00567303593301	0.00154513964955446	0.001	0	1	"CD8+ Cytotoxic"	"AC011287.1"
"SP5"	0.00567303593301	0.00135001000851474	0.001	0	1	"CD8+ Cytotoxic"	"SP5"
"KCNE2"	0.00567303593301	0.00127674043477238	0.001	0	1	"CD8+ Cytotoxic"	"KCNE2"
"SAMD10"	0.00567408580808853	0.073898681587839	0.035	0.023	1	"CD8+ Cytotoxic"	"SAMD10"
"AL121900.1"	0.00567509968430545	0.00140237221693449	0.001	0	1	"CD8+ Cytotoxic"	"AL121900.1"
"HCN2"	0.00573276650986045	0.0138265643893426	0.006	0.002	1	"CD8+ Cytotoxic"	"HCN2"
"PRR3"	0.00575644370985111	0.0215925777639104	0.042	0.064	1	"CD8+ Cytotoxic"	"PRR3"
"DMAC2"	0.00575746999780702	0.0223067750581512	0.081	0.111	1	"CD8+ Cytotoxic"	"DMAC2"
"EXOSC10"	0.00580384428021879	0.0255888622075354	0.113	0.151	1	"CD8+ Cytotoxic"	"EXOSC10"
"TNRC6A"	0.00580512465796977	0.000105490359294469	0.082	0.112	1	"CD8+ Cytotoxic"	"TNRC6A"
"B4GALT4"	0.00585115159226471	0.0144162994538479	0.038	0.059	1	"CD8+ Cytotoxic"	"B4GALT4"
"PEX19"	0.00586737072291827	0.0144589110766735	0.049	0.073	1	"CD8+ Cytotoxic"	"PEX19"
"STRN"	0.00587308747976812	0.012346977257219	0.037	0.057	1	"CD8+ Cytotoxic"	"STRN"
"ETAA1"	0.00589936004950987	0.00245581117869459	0.028	0.046	1	"CD8+ Cytotoxic"	"ETAA1"
"LARP1"	0.00592875893814422	0.0201771162099237	0.113	0.15	1	"CD8+ Cytotoxic"	"LARP1"
"TWSG1"	0.00593098460995247	0.00177310730023499	0.022	0.039	1	"CD8+ Cytotoxic"	"TWSG1"
"PRR29-AS1"	0.00594368396543663	0.0070084565147135	0.002	0	1	"CD8+ Cytotoxic"	"PRR29-AS1"
"LINC02288"	0.00594601877625874	0.00789145781269575	0.002	0	1	"CD8+ Cytotoxic"	"LINC02288"
"AC108673.2"	0.00594835441355865	0.00681851909309384	0.002	0	1	"CD8+ Cytotoxic"	"AC108673.2"
"NSUN6"	0.00595436451982846	9.32123359105863e-05	0.072	0.1	1	"CD8+ Cytotoxic"	"NSUN6"
"HNRNPAB"	0.00596940630748524	0.00984924036943446	0.15	0.192	1	"CD8+ Cytotoxic"	"HNRNPAB"
"CENPV"	0.00596955320819439	0.0983240403714872	0.046	0.032	1	"CD8+ Cytotoxic"	"CENPV"
"YAF2"	0.00596972897993282	0.0200620510198431	0.106	0.141	1	"CD8+ Cytotoxic"	"YAF2"
"ASCC3"	0.00599882581109431	0.0142783895009425	0.1	0.134	1	"CD8+ Cytotoxic"	"ASCC3"
"SRSF5"	0.0060081780666121	0.141326343969651	0.676	0.713	1	"CD8+ Cytotoxic"	"SRSF5"
"TM9SF4"	0.00603196584455821	0.00375703927682103	0.066	0.093	1	"CD8+ Cytotoxic"	"TM9SF4"
"AC244090.1"	0.00603776138292502	0.0126749485572411	0.014	0.028	1	"CD8+ Cytotoxic"	"AC244090.1"
